is_red_wine,alcohol,density,volatile acidity,chlorides,quality_label
1,9.3,0.9972,0.73,0.076,1
0,12.8,0.98902,0.19,0.022,0
1,11.5,0.99557,0.58,0.096,1
0,12.4,0.99037,0.29,0.036,0
0,11.5,0.99189,0.25,0.032,0
0,12.1,0.9909,0.26,0.033,0
0,9.8,0.99215,0.21,0.028,1
0,9.5,0.9955,0.27,0.05,1
0,9.3,0.9958,0.29,0.212,1
0,12.0,0.9916,0.37,0.029,0
0,9.8,0.9936,0.19,0.05,0
1,9.6,0.9976,0.33,0.091,0
0,10.0,0.9934,0.23,0.045,0
0,11.7,0.99,0.18,0.036,0
1,10.3,0.9994,0.55,0.091,0
0,12.2,0.99156,0.18,0.037,1
0,13.2,0.98884,0.16,0.031,0
0,9.4,0.9962,0.12,0.054,1
0,9.0,0.9964,0.2,0.045,0
0,12.0,0.99024,0.4,0.046,0
0,9.3,0.99288,0.34,0.174,1
0,9.0,0.99458,0.33,0.053,1
0,11.7,0.9908,0.19,0.032,0
0,12.1,0.996,0.24,0.035,0
0,9.6,0.99545,0.26,0.062,1
1,10.1,0.99724,0.85,0.093,1
0,9.4,0.9966,0.21,0.07,1
0,9.2,0.9969,0.35,0.051,0
0,11.0,0.992,0.29,0.044,0
0,10.5,0.9963,0.205,0.06,0
0,11.0,0.99091,0.21,0.049,0
0,9.3,0.9988,0.28,0.048,1
0,11.0,0.99282,0.27,0.048,0
0,12.3,0.99076,0.17,0.028,0
0,9.4,0.99445,0.18,0.053,1
0,11.0,0.992,0.27,0.053,0
0,12.0,0.98952,0.16,0.034,0
0,9.7,0.99212,0.36,0.127,1
1,9.5,0.9976,0.66,0.086,1
1,10.1,0.9973,0.18,0.068,0
0,10.1,0.99622,0.16,0.047,0
0,9.2,0.99572,0.25,0.047,1
0,12.2,0.9896,0.36,0.031,0
0,12.3,0.98948,0.24,0.037,0
0,9.2,0.9933,0.22,0.052,1
0,10.6,0.9959,0.28,0.045,1
0,10.0,0.99475,0.31,0.04,1
0,10.0,0.9932,0.22,0.208,0
1,9.2,0.9978,0.44,0.078,1
0,12.7,0.9899,0.22,0.033,0
0,10.1,0.9921,0.2,0.038,1
0,12.3,0.991,0.34,0.029,0
0,8.8,0.99699,0.23,0.094,1
1,9.5,0.9961,0.63,0.1,1
0,10.0,0.99535,0.38,0.041,1
0,9.7,1.0002,0.42,0.04,1
0,9.0,0.9954,0.2,0.05,1
1,10.0,0.99701,0.7,0.069,0
0,11.7,0.9942,0.34,0.048,1
0,10.5,0.9951,0.12,0.044,0
0,9.4,0.99642,0.56,0.037,1
0,11.5,0.99238,0.25,0.028,0
1,10.0,0.99568,0.58,0.077,1
0,12.0,0.99078,0.22,0.036,0
1,9.6,0.9972,0.38,0.073,1
0,11.2,0.99126,0.16,0.029,0
0,9.5,0.997,0.25,0.052,0
1,9.4,0.9957,0.53,0.101,1
0,11.6,0.9948,0.37,0.031,0
0,10.2,0.998,0.34,0.052,1
0,9.5,0.9956,0.3,0.038,1
1,9.7,0.99743,0.66,0.078,1
0,10.2,0.99534,0.23,0.055,0
0,11.3,0.99146,0.24,0.038,0
0,10.8,0.99365,0.17,0.047,0
1,9.5,0.9964,0.59,0.337,0
0,11.7,0.98958,0.22,0.023,0
0,13.1,0.98816,0.46,0.024,0
0,9.1,0.9971,0.6,0.07,1
0,10.1,0.9944,0.35,0.034,1
0,9.0,0.9959,0.26,0.047,1
0,9.4,0.99475,0.33,0.052,1
1,12.8,0.9928,0.36,0.067,0
0,11.3,0.99045,0.33,0.048,0
0,10.9,0.99665,0.27,0.046,0
0,10.1,0.9928,0.17,0.028,0
1,9.2,0.99702,0.53,0.165,1
0,11.0,0.99313,0.275,0.038,0
0,10.8,0.996,0.24,0.044,0
0,10.4,0.99581,0.26,0.05,0
0,10.0,0.9944,0.34,0.039,0
0,11.6,0.99306,0.2,0.053,1
0,11.2,0.99183,0.21,0.026,0
1,10.4,0.9953,0.48,0.076,1
0,10.0,0.99425,0.14,0.057,0
0,9.1,0.9983,0.31,0.059,1
0,12.7,0.98982,0.44,0.053,0
0,12.2,0.99077,0.26,0.029,0
0,12.3,0.9897,0.33,0.043,0
0,10.2,0.9932,0.2,0.041,0
0,9.2,0.99573,0.28,0.045,0
0,9.8,0.9932,0.14,0.051,0
1,9.5,0.99938,0.6,0.103,1
0,11.9,0.99002,0.28,0.041,0
0,10.3,0.99652,0.31,0.055,1
0,10.7,0.99216,0.26,0.04,1
0,12.6,0.98865,0.22,0.036,0
1,9.7,0.99606,0.685,0.099,1
1,10.4,0.99588,0.79,0.061,0
0,11.5,0.99326,0.38,0.037,0
0,12.8,0.991,0.3,0.033,0
0,11.4,0.99177,0.38,0.042,1
1,12.0,0.99538,0.64,0.081,1
0,10.7,0.992,0.275,0.039,1
0,8.8,0.9979,0.28,0.039,1
0,9.0,0.9976,0.39,0.046,0
0,8.8,0.998,0.32,0.05,1
0,9.5,0.9927,0.36,0.05,0
0,11.3,0.99162,0.23,0.036,0
0,11.9,0.98924,0.29,0.044,0
0,11.8,0.99035,0.17,0.045,0
0,9.2,0.99334,0.27,0.173,0
0,9.3,0.99534,0.26,0.036,0
0,11.5,0.9938,0.3,0.039,0
0,10.4,0.9926,0.2,0.018,1
0,12.3,0.9909,0.31,0.039,0
0,10.5,0.993,0.17,0.039,0
0,11.0,0.994,0.19,0.03,0
0,12.2,0.9897,0.24,0.031,1
0,9.4,0.99831,0.32,0.04,1
0,12.4,0.9906,0.16,0.035,0
1,9.5,0.9983,0.56,0.082,1
0,10.6,0.99506,0.38,0.062,1
0,10.4,0.99486,0.25,0.035,0
0,10.4,0.9919,0.31,0.037,0
0,9.2,0.994,0.55,0.073,0
0,9.2,0.9983,0.22,0.056,0
0,10.9666666666667,0.9937,0.29,0.048,0
1,9.6,0.9986,0.43,0.106,1
0,10.0,0.9982,0.32,0.041,0
1,11.2,0.99454,0.58,0.12,0
0,9.0,0.9951,0.595,0.058,1
0,9.6,0.99636,0.25,0.045,0
1,9.9,0.99625,0.38,0.078,0
0,12.7,0.99068,0.21,0.039,0
1,12.3,0.99506,0.32,0.098,0
0,13.1,0.98968,0.31,0.04,0
1,9.8,0.9976,0.31,0.063,0
1,10.0,0.99752,0.72,0.136,1
0,11.8,0.99439,0.32,0.029,0
0,10.1,0.9978,0.18,0.046,1
0,11.0,0.99435,0.33,0.042,0
0,10.0,0.9964,0.21,0.053,1
0,10.3,0.9955,0.22,0.046,0
0,10.2,0.9987,0.22,0.048,0
1,10.0,0.99834,0.43,0.092,0
0,10.8,0.99374,0.2,0.052,0
0,12.4,0.9925,0.34,0.04,0
0,11.3,0.99143,0.21,0.044,0
0,9.2,0.9964,0.25,0.044,1
0,10.9,0.99418,0.3,0.041,0
1,10.4,0.99745,0.635,0.089,1
0,10.6,0.9958,0.3,0.029,1
0,11.2,0.992,0.24,0.027,0
0,10.8,0.99118,0.23,0.043,0
0,11.7,0.9909,0.37,0.028,0
0,12.3,0.99021,0.25,0.021,0
1,10.2,0.9967,0.53,0.1,0
0,10.6,0.9932,0.36,0.049,1
0,9.2,0.9956,0.25,0.045,0
0,9.2,0.9971,0.42,0.054,0
0,10.4,0.9923,0.18,0.033,0
1,10.5,0.9962,0.705,0.074,0
0,12.0,0.99052,0.24,0.039,1
0,12.0,0.9924,0.34,0.034,0
1,10.7,0.999,0.5,0.25,0
1,9.9,0.9996,0.41,0.076,0
0,9.4,0.99738,0.34,0.108,1
0,11.8,0.99033,0.24,0.041,1
0,11.0,0.99142,0.24,0.041,0
1,9.6,0.9978,0.78,0.089,1
1,9.6,0.99854,0.82,0.095,1
1,9.2,0.9981,0.54,0.088,0
1,10.8,0.99551,0.885,0.166,1
1,11.4,0.99605,0.38,0.106,0
0,9.2,0.99792,0.38,0.112,1
0,11.1,0.99166,0.23,0.053,0
0,11.3,0.9914,0.21,0.041,1
0,10.5,0.9917,0.22,0.04,0
1,10.2,0.99709,0.54,0.111,1
0,10.8,0.99215,0.21,0.021,0
0,10.8,0.99492,0.19,0.042,0
1,9.3,0.9971,0.61,0.077,1
0,11.2,0.99184,0.36,0.038,0
0,9.3,0.9968,0.29,0.055,1
0,11.0,0.99178,0.22,0.045,0
0,9.4,0.9952,0.31,0.175,0
0,9.5,0.9972,0.26,0.044,0
0,10.5,0.99239,0.3,0.036,0
1,9.5,0.99686,0.58,0.076,0
0,8.7,1.0001,0.21,0.042,1
0,14.0,0.9907,0.39,0.027,0
0,9.7,0.9945,0.585,0.044,0
0,10.0,0.99855,0.2,0.05,0
0,10.2,0.9994,0.93,0.052,1
1,9.7,0.9968,0.38,0.066,0
0,12.5,0.99123,0.22,0.035,0
1,9.5,0.998,0.58,0.081,1
0,9.3,0.9932,0.415,0.038,1
0,10.2,0.9927,0.31,0.045,1
0,9.6,0.9949,0.32,0.045,0
0,9.8,1.0004,0.25,0.054,0
0,11.1,0.9914,0.3,0.041,0
0,9.1,0.99405,0.35,0.055,0
1,9.4,0.99915,0.65,0.088,1
0,11.9,0.99085,0.25,0.034,0
0,9.3,0.9938,0.32,0.048,1
1,9.4,0.9984,0.48,0.084,1
0,9.4,0.9965,0.39,0.169,1
0,12.6,0.9908,0.46,0.042,0
1,9.5,0.99768,0.51,0.07,0
0,11.9,0.9903,0.35,0.029,0
0,11.1,0.99116,0.14,0.05,0
0,12.5,0.9898,0.24,0.027,0
0,8.9,0.9961,0.26,0.052,1
1,10.0,0.99459,0.31,0.066,0
0,9.0,0.9961,0.26,0.058,1
0,8.9,0.99666,0.24,0.07,0
0,9.5,0.9959,0.21,0.039,1
0,11.4,0.993,0.25,0.053,1
1,10.1,0.9959,0.57,0.06,1
0,9.0,0.9976,0.25,0.067,0
1,10.1,0.99588,0.32,0.066,1
0,12.1,0.99,0.21,0.036,0
0,12.4,0.98965,0.36,0.021,0
0,11.0,1.0001,0.55,0.057,1
1,14.0,0.99084,0.38,0.048,0
1,9.1,0.9982,0.47,0.094,1
0,9.3,0.9988,0.55,0.211,1
0,10.5,0.99198,0.16,0.042,0
0,12.2,0.9889,0.3,0.032,0
0,9.4,0.99594,0.43,0.056,1
0,12.7,0.98952,0.3,0.042,0
1,9.55,0.99745,0.675,0.09,1
0,11.8,0.99322,0.33,0.03,0
0,9.4,0.9993,0.35,0.048,0
0,10.0,0.994,0.28,0.038,0
1,10.7,0.9955,0.59,0.08,0
0,10.1,0.9941,0.39,0.04,1
1,10.0,0.9944,0.68,0.087,1
0,10.5,0.9944,0.24,0.048,0
0,10.0,0.9963,0.32,0.041,1
0,9.0,0.99732,0.27,0.053,1
0,9.7,0.99794,0.42,0.04,1
1,10.7,0.9972,0.825,0.084,0
0,9.8,0.9953,0.27,0.045,1
0,10.1,0.99555,0.25,0.038,1
0,10.6,0.99472,0.36,0.033,0
0,9.4,0.99519,0.32,0.174,1
1,10.4,0.9957,0.32,0.088,0
